survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment
2219,202400504,2024,6,"I would like more regular coaching and clearer expectations from leadership. Career progression can feel unclear, especially around the criteria for promotion.",True
2220,202400741,2024,6,The employer brand could be stronger to attract and retain top talent.,True
2221,202400876,2024,8,,False
2222,202400798,2024,6,I worry about competitiveness and the pace of adapting to market changes. Management practices feel inconsistent and feedback is often too late to be useful.,True
2223,202401523,2024,10,"I can maintain a healthy balance most of the time and flexibility helps. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
2224,202401216,2024,9,"Recognition and coaching are consistent, which helps me grow and perform. There is a genuine commitment to responsible consulting and a respectful culture. I feel proud to be part of the company.",True
2225,202400529,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming. The company feels stable and well-positioned in the market, with strong client demand.",True
2226,202401500,2024,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True
2227,202400807,2024,10,,False
2228,202402023,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
2229,202400885,2024,9,"Career paths are becoming clearer and internal mobility feels realistic. Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
2230,202401808,2024,6,I would like more structured development and transparency on growth opportunities.,True
2231,202400443,2024,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
2232,202400859,2024,7,Compensation has not kept pace with inflation and market benchmarks. Internal collaboration can feel siloed and handoffs between teams are not always smooth.,True
2233,202401520,2024,10,Skapa remains attractive with interesting missions and a solid reputation. Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True
2234,202400069,2024,8,I see real chances to progress based on merit and impact.,True
2235,202401731,2024,7,"Career progression can feel unclear, especially around the criteria for promotion.",True
2236,202400710,2024,7,Some tools and processes are slow and create friction in day-to-day delivery.,True
2237,202401461,2024,8,Learning opportunities and projects help me build strong consulting skills. Supportive leadership and clear feedback make it easy to do great work.,True
2238,202400114,2024,8,There is a genuine commitment to responsible consulting and a respectful culture. Innovation and a forward-looking strategy make the business feel resilient.,True
2239,202401525,2024,8,I appreciate the increased transparency from leadership on decisions and direction.,True
2240,202402002,2024,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
2241,202401458,2024,9,Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
2242,202400205,2024,8,I’m satisfied with my pay and the overall benefits package. Client exposure and variety of missions are a real strength of consulting here.,True
2243,202401019,2024,8,"Compensation feels competitive for the market and responsibilities. Recognition and coaching are consistent, which helps me grow and perform.",True
2244,202400200,2024,9,Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.,True
2245,202401930,2024,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly. I’m satisfied with my pay and the overall benefits package.",True
2246,202400839,2024,9,Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.,True
2247,202400043,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming. I can maintain a healthy balance most of the time and flexibility helps.",True
2248,202401770,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. Tools and logistics support delivery well, and the hybrid setup works smoothly. Overall, I would recommend Skapa without hesitation.",True
2249,202400340,2024,7,Recent uncertainty in priorities makes the long-term direction feel less clear. Bench periods and project allocation could be handled more consistently.,True
2250,202400775,2024,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
2251,202401513,2024,6,"Career progression can feel unclear, especially around the criteria for promotion.",True
2252,202401698,2024,10,"Innovation and a forward-looking strategy make the business feel resilient. Learning opportunities and projects help me build strong consulting skills. Overall, I would recommend Skapa without hesitation.",True
2253,202401693,2024,6,"I would like to see stronger action on inclusion and equity, not just messaging.",True
2254,202400931,2024,9,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True
2255,202401281,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
2256,202400574,2024,10,I appreciate the increased transparency from leadership on decisions and direction. Cross-team collaboration is improving and it’s easier to work transversally. I feel proud to be part of the company.,True
2257,202401874,2024,8,I can maintain a healthy balance most of the time and flexibility helps.,True
2258,202400255,2024,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
2259,202401215,2024,8,Compensation feels competitive for the market and responsibilities.,True
2260,202401753,2024,9,Client exposure and variety of missions are a real strength of consulting here. Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
2261,202401845,2024,10,"Client exposure and variety of missions are a real strength of consulting here. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True
2262,202400625,2024,8,I appreciate the increased transparency from leadership on decisions and direction.,True
2263,202400655,2024,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
2264,202400952,2024,8,Learning opportunities and projects help me build strong consulting skills.,True
2265,202400395,2024,7,"I would like to see stronger action on inclusion and equity, not just messaging. Management practices feel inconsistent and feedback is often too late to be useful.",True
2266,202400569,2024,9,"Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True
2267,202401362,2024,7,I would like more structured development and transparency on growth opportunities.,True
2268,202401844,2024,9,Career paths are becoming clearer and internal mobility feels realistic. I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True
2269,202400988,2024,6,Management practices feel inconsistent and feedback is often too late to be useful. Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
2270,202400113,2024,10,Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
2271,202400676,2024,8,I see real chances to progress based on merit and impact.,True
2272,202400073,2024,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
2273,202400167,2024,5,Recent uncertainty in priorities makes the long-term direction feel less clear.,True
2274,202401402,2024,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
2275,202402006,2024,7,I worry about competitiveness and the pace of adapting to market changes. Management practices feel inconsistent and feedback is often too late to be useful.,True
2276,202400339,2024,10,"Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True
2277,202400594,2024,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. Overall, I would recommend Skapa without hesitation.",True
2278,202401268,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. Work conditions are good overall and hybrid work is handled pragmatically.",True
2279,202400599,2024,7,Management practices feel inconsistent and feedback is often too late to be useful.,True
2280,202400352,2024,6,,False
2281,202401962,2024,9,,False
2282,202401218,2024,9,Work conditions are good overall and hybrid work is handled pragmatically. Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True
2283,202401579,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
2284,202400456,2024,8,,False
2285,202400299,2024,4,Team cohesion varies by project and it can feel isolating when switching assignments. It would help to see concrete actions and follow-up.,True
2286,202401036,2024,8,Career paths are becoming clearer and internal mobility feels realistic.,True
2287,202401338,2024,7,I worry about competitiveness and the pace of adapting to market changes.,True
2288,202400055,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
2289,202400002,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
2290,202400270,2024,8,Compensation feels competitive for the market and responsibilities. Supportive leadership and clear feedback make it easy to do great work.,True
2291,202401033,2024,10,"Recognition and coaching are consistent, which helps me grow and perform. I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.",True
2292,202401034,2024,9,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
2293,202400609,2024,8,,False
2294,202401840,2024,9,"The work feels meaningful because projects have clear impact for clients and society. Overall, I would recommend Skapa without hesitation.",True
2295,202401814,2024,7,,False
2296,202400153,2024,8,The strategy is clearer and leadership communicates priorities more consistently.,True
2297,202400703,2024,8,Team spirit is strong and the atmosphere is friendly and supportive. Career paths are becoming clearer and internal mobility feels realistic.,True
2298,202400430,2024,7,Some tools and processes are slow and create friction in day-to-day delivery.,True
2299,202401834,2024,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
2300,202400983,2024,10,I’m satisfied with my pay and the overall benefits package. I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True
2301,202400687,2024,7,Training is available but time to actually use it is limited during peak delivery.,True
2302,202401647,2024,8,,False
2303,202400926,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. Compensation feels competitive for the market and responsibilities.",True
2304,202401846,2024,8,I can maintain a healthy balance most of the time and flexibility helps. I appreciate the trust and autonomy; the management style feels genuinely empowering.,True
2305,202401096,2024,5,Pay progression feels slow compared with responsibilities and performance expectations.,True
2306,202401206,2024,8,I can maintain a healthy balance most of the time and flexibility helps. I’m satisfied with my pay and the overall benefits package.,True
2307,202401319,2024,8,I can maintain a healthy balance most of the time and flexibility helps. Skapa remains attractive with interesting missions and a solid reputation.,True
2308,202400880,2024,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly. I appreciate the trust and autonomy; the management style feels genuinely empowering.",True
2309,202401816,2024,7,I worry about competitiveness and the pace of adapting to market changes. Management practices feel inconsistent and feedback is often too late to be useful.,True
2310,202401643,2024,6,Training is available but time to actually use it is limited during peak delivery. Pay progression feels slow compared with responsibilities and performance expectations.,True
2311,202401718,2024,10,"The company feels stable and well-positioned in the market, with strong client demand. Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
2312,202400921,2024,6,Strategic priorities shift often and it can be hard to understand the direction.,True
2313,202400956,2024,9,I’m satisfied with my pay and the overall benefits package. Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True
2314,202400307,2024,7,The values are stated clearly but not always reflected in day-to-day decisions.,True
2315,202400154,2024,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
2316,202401077,2024,10,"Digital tools and processes are improving and make delivery more efficient. Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True
2317,202401220,2024,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
2318,202400389,2024,5,Bench periods and project allocation could be handled more consistently.,True
2319,202401462,2024,9,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True
2320,202400924,2024,8,Work conditions are good overall and hybrid work is handled pragmatically. I appreciate the increased transparency from leadership on decisions and direction.,True
2321,202400447,2024,10,I see real chances to progress based on merit and impact. Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True
2322,202400918,2024,8,"Recognition and coaching are consistent, which helps me grow and perform.",True
2323,202400138,2024,8,Team spirit is strong and the atmosphere is friendly and supportive.,True
2324,202401673,2024,9,"Compensation feels competitive for the market and responsibilities. Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True
2325,202401936,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
2326,202400036,2024,6,I would like more visibility from leadership and less pressure driven by short-term targets. Compensation has not kept pace with inflation and market benchmarks.,True
2327,202401515,2024,6,Pay progression feels slow compared with responsibilities and performance expectations.,True
2328,202400003,2024,10,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True
2329,202401161,2024,6,The employer brand could be stronger to attract and retain top talent. Strategic priorities shift often and it can be hard to understand the direction.,True
2330,202400886,2024,7,I would like more structured development and transparency on growth opportunities.,True
2331,202400688,2024,9,Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.,True
2332,202400372,2024,10,I’m satisfied with my pay and the overall benefits package. Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
2333,202401709,2024,7,,False
2334,202401835,2024,5,"Career progression can feel unclear, especially around the criteria for promotion.",True
2335,202401265,2024,9,I’m satisfied with my pay and the overall benefits package. I see real chances to progress based on merit and impact. I feel proud to be part of the company.,True
2336,202401179,2024,10,,False
2337,202401460,2024,8,,False
2338,202400486,2024,10,"I appreciate the increased transparency from leadership on decisions and direction. Overall, I would recommend Skapa without hesitation.",True
2339,202400720,2024,9,"Work conditions are good overall and hybrid work is handled pragmatically. Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True
2340,202401139,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True
2341,202400217,2024,8,"The company feels stable and well-positioned in the market, with strong client demand. Team spirit is strong and the atmosphere is friendly and supportive.",True
2342,202401309,2024,5,Pay progression feels slow compared with responsibilities and performance expectations.,True
2343,202401064,2024,6,,False
2344,202400491,2024,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. The employer brand could be stronger to attract and retain top talent.,True
2345,202401050,2024,7,,False
2346,202401385,2024,9,"Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True
2347,202401010,2024,8,The work feels meaningful because projects have clear impact for clients and society. Work conditions are good overall and hybrid work is handled pragmatically.,True
2348,202400320,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
2349,202400770,2024,9,"Cross-team collaboration is improving and it’s easier to work transversally. Overall, I would recommend Skapa without hesitation.",True
2350,202400111,2024,9,"The company feels stable and well-positioned in the market, with strong client demand. I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True
2351,202401107,2024,8,Compensation feels competitive for the market and responsibilities.,True
2352,202401883,2024,9,Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True
2353,202400985,2024,10,"Client exposure and variety of missions are a real strength of consulting here. Overall, I would recommend Skapa without hesitation.",True
2354,202401869,2024,7,Compensation has not kept pace with inflation and market benchmarks. The employer brand could be stronger to attract and retain top talent.,True
2355,202401298,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True
2356,202400066,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
2357,202400149,2024,10,"Compensation feels competitive for the market and responsibilities. Work conditions are good overall and hybrid work is handled pragmatically. Overall, I would recommend Skapa without hesitation.",True
2358,202400421,2024,8,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Onboarding and integration were smooth, and the team culture is welcoming.",True
2359,202400014,2024,8,I can maintain a healthy balance most of the time and flexibility helps. I see real chances to progress based on merit and impact.,True
2360,202401269,2024,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True
2361,202400702,2024,10,"I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True
2362,202400597,2024,10,"Work conditions are good overall and hybrid work is handled pragmatically. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
2363,202401498,2024,8,"I feel aligned with the values, especially inclusion, sustainability and fairness. I can maintain a healthy balance most of the time and flexibility helps.",True
2364,202401134,2024,8,I see real chances to progress based on merit and impact. Team spirit is strong and the atmosphere is friendly and supportive.,True
2365,202400637,2024,8,,False
2366,202401472,2024,8,Compensation feels competitive for the market and responsibilities. Work conditions are good overall and hybrid work is handled pragmatically.,True
2367,202400875,2024,7,I worry about competitiveness and the pace of adapting to market changes. Bench periods and project allocation could be handled more consistently.,True
2368,202400485,2024,9,"I’m satisfied with my pay and the overall benefits package. Digital tools and processes are improving and make delivery more efficient. Overall, I would recommend Skapa without hesitation.",True
2369,202401625,2024,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True
2370,202400596,2024,8,,False
2371,202401178,2024,7,I worry about competitiveness and the pace of adapting to market changes. Some tools and processes are slow and create friction in day-to-day delivery.,True
2372,202401809,2024,7,"Recent uncertainty in priorities makes the long-term direction feel less clear. Onboarding and integration were smooth, and the team culture is welcoming.",True
2373,202401068,2024,6,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
2374,202401392,2024,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
2375,202401980,2024,7,,False
2376,202400846,2024,7,Compensation has not kept pace with inflation and market benchmarks. Decision-making can feel top-down and recognition for effort is not always there.,True
2377,202400965,2024,8,Skapa remains attractive with interesting missions and a solid reputation.,True
2378,202401400,2024,9,"I’m satisfied with my pay and the overall benefits package. Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True
2379,202400020,2024,7,Management practices feel inconsistent and feedback is often too late to be useful.,True
2380,202400181,2024,8,Digital tools and processes are improving and make delivery more efficient.,True
2381,202401761,2024,10,"The company feels stable and well-positioned in the market, with strong client demand. Overall, I would recommend Skapa without hesitation.",True
2382,202400997,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
2383,202400665,2024,6,Compensation has not kept pace with inflation and market benchmarks. Work-life balance could improve; overtime can become the default during delivery.,True
2384,202401772,2024,7,,False
2385,202401887,2024,8,Career paths are becoming clearer and internal mobility feels realistic. Work conditions are good overall and hybrid work is handled pragmatically.,True
2386,202400196,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming. Digital tools and processes are improving and make delivery more efficient.",True
2387,202402014,2024,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
2388,202401223,2024,8,Client exposure and variety of missions are a real strength of consulting here. I can maintain a healthy balance most of the time and flexibility helps.,True
2389,202400349,2024,10,"Career paths are becoming clearer and internal mobility feels realistic. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
2390,202400657,2024,9,Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
2391,202400650,2024,7,Work-life balance could improve; overtime can become the default during delivery.,True
2392,202400278,2024,7,,False
2393,202400708,2024,9,,False
2394,202401973,2024,9,"Team spirit is strong and the atmosphere is friendly and supportive. I feel aligned with the values, especially inclusion, sustainability and fairness. I feel proud to be part of the company.",True
2395,202400234,2024,7,,False
2396,202400626,2024,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
2397,202400415,2024,9,Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.,True
2398,202401342,2024,9,"Learning opportunities and projects help me build strong consulting skills. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
2399,202400224,2024,9,,False
2400,202400327,2024,8,The work feels meaningful because projects have clear impact for clients and society.,True
2401,202400816,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True
2402,202401021,2024,9,Supportive leadership and clear feedback make it easy to do great work. Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True
2403,202401901,2024,8,Team spirit is strong and the atmosphere is friendly and supportive. Supportive leadership and clear feedback make it easy to do great work.,True
2404,202400773,2024,7,Decision-making can feel top-down and recognition for effort is not always there.,True
2405,202401819,2024,8,Client exposure and variety of missions are a real strength of consulting here. I can maintain a healthy balance most of the time and flexibility helps.,True
2406,202401306,2024,7,,False
2407,202401448,2024,7,The employer brand could be stronger to attract and retain top talent.,True
2408,202400746,2024,6,,False
2409,202401558,2024,7,Team spirit is strong and the atmosphere is friendly and supportive.,True
2410,202400313,2024,10,"There is a genuine commitment to responsible consulting and a respectful culture. Overall, I would recommend Skapa without hesitation.",True
2411,202401016,2024,7,Some tools and processes are slow and create friction in day-to-day delivery. Bench periods and project allocation could be handled more consistently.,True
2412,202401908,2024,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
2413,202401087,2024,7,,False
2414,202400801,2024,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
2415,202402016,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
2416,202400932,2024,8,"Client exposure and variety of missions are a real strength of consulting here. Onboarding and integration were smooth, and the team culture is welcoming.",True
2417,202401745,2024,7,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True
2418,202401597,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
2419,202400356,2024,8,,False
2420,202400179,2024,10,"Work conditions are good overall and hybrid work is handled pragmatically. Overall, I would recommend Skapa without hesitation.",True
2421,202401285,2024,8,Career paths are becoming clearer and internal mobility feels realistic. I can maintain a healthy balance most of the time and flexibility helps.,True
2422,202401665,2024,10,"I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True
2423,202400105,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. Learning opportunities and projects help me build strong consulting skills.",True
2424,202401411,2024,7,Team spirit is strong and the atmosphere is friendly and supportive. Pay progression feels slow compared with responsibilities and performance expectations.,True
2425,202401321,2024,9,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.",True
2426,202400714,2024,7,I would like more regular coaching and clearer expectations from leadership. The employer brand could be stronger to attract and retain top talent.,True
2427,202401260,2024,9,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
2428,202401272,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True
2429,202400826,2024,8,Learning opportunities and projects help me build strong consulting skills.,True
2430,202401655,2024,8,"The company feels stable and well-positioned in the market, with strong client demand. I can maintain a healthy balance most of the time and flexibility helps.",True
2431,202400572,2024,7,Training is available but time to actually use it is limited during peak delivery.,True
2432,202400521,2024,5,Bench periods and project allocation could be handled more consistently.,True
2433,202401807,2024,8,,False
2434,202400984,2024,7,The employer brand could be stronger to attract and retain top talent.,True
2435,202400007,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True
2436,202400536,2024,7,"Career progression can feel unclear, especially around the criteria for promotion. Team spirit is strong and the atmosphere is friendly and supportive.",True
2437,202400787,2024,7,I worry about competitiveness and the pace of adapting to market changes. Workload peaks can be intense and staffing feels tight on some projects.,True
2438,202400495,2024,8,I can maintain a healthy balance most of the time and flexibility helps.,True
2439,202400428,2024,8,"The company feels stable and well-positioned in the market, with strong client demand. I’m satisfied with my pay and the overall benefits package.",True
2440,202400223,2024,8,Compensation feels competitive for the market and responsibilities.,True
2441,202401056,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
2442,202401459,2024,6,Recent uncertainty in priorities makes the long-term direction feel less clear.,True
2443,202401706,2024,10,"Career paths are becoming clearer and internal mobility feels realistic. Supportive leadership and clear feedback make it easy to do great work. Overall, I would recommend Skapa without hesitation.",True
2444,202400461,2024,10,"The strategy is clearer and leadership communicates priorities more consistently. Overall, I would recommend Skapa without hesitation.",True
2445,202400272,2024,9,There is a genuine commitment to responsible consulting and a respectful culture. I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True
2446,202400197,2024,7,Workload peaks can be intense and staffing feels tight on some projects. The employer brand could be stronger to attract and retain top talent.,True
2447,202400187,2024,8,Skapa remains attractive with interesting missions and a solid reputation. Cross-team collaboration is improving and it’s easier to work transversally.,True
2448,202401721,2024,7,,False
2449,202400437,2024,10,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
2450,202400541,2024,10,"I can maintain a healthy balance most of the time and flexibility helps. Cross-team collaboration is improving and it’s easier to work transversally. Overall, I would recommend Skapa without hesitation.",True
2451,202400012,2024,8,I can maintain a healthy balance most of the time and flexibility helps. The work feels meaningful because projects have clear impact for clients and society.,True
2452,202401586,2024,8,,False
2453,202400148,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
2454,202401703,2024,8,Learning opportunities and projects help me build strong consulting skills.,True
2455,202401020,2024,9,"Recognition and coaching are consistent, which helps me grow and perform. I feel proud to be part of the company.",True
2456,202401263,2024,8,"The company feels stable and well-positioned in the market, with strong client demand. There is a genuine commitment to responsible consulting and a respectful culture.",True
2457,202401361,2024,7,Work-life balance could improve; overtime can become the default during delivery. Decision-making can feel top-down and recognition for effort is not always there.,True
2458,202401258,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. I’m satisfied with my pay and the overall benefits package.",True
2459,202401935,2024,7,,False
2460,202400973,2024,7,I would like more structured development and transparency on growth opportunities. Team spirit is strong and the atmosphere is friendly and supportive.,True
2461,202401357,2024,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
2462,202401863,2024,10,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True
2463,202400378,2024,9,I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True
2464,202400627,2024,9,"Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True
2465,202400756,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
2466,202400691,2024,7,,False
2467,202401885,2024,10,"Client exposure and variety of missions are a real strength of consulting here. Overall, I would recommend Skapa without hesitation.",True
2468,202401508,2024,8,Compensation feels competitive for the market and responsibilities.,True
2469,202401591,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments. Internal collaboration can feel siloed and handoffs between teams are not always smooth.,True
2470,202401981,2024,7,I worry about competitiveness and the pace of adapting to market changes. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
2471,202400136,2024,10,"Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True
2472,202400553,2024,5,"Career progression can feel unclear, especially around the criteria for promotion.",True
2473,202400772,2024,10,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True
2474,202400706,2024,10,"I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True
2475,202402004,2024,10,"Team spirit is strong and the atmosphere is friendly and supportive. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
2476,202401747,2024,7,,False
2477,202400432,2024,9,Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.,True
2478,202401494,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. Tools and logistics support delivery well, and the hybrid setup works smoothly.",True
2479,202400903,2024,10,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True
2480,202400949,2024,10,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
2481,202401408,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True
2482,202401014,2024,6,Decision-making can feel top-down and recognition for effort is not always there.,True
2483,202401441,2024,7,,False
2484,202401144,2024,7,,False
2485,202401750,2024,8,The work feels meaningful because projects have clear impact for clients and society.,True
2486,202400540,2024,10,"Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True
2487,202400817,2024,8,Work conditions are good overall and hybrid work is handled pragmatically. The strategy is clearer and leadership communicates priorities more consistently.,True
2488,202400911,2024,7,Pay progression feels slow compared with responsibilities and performance expectations.,True
2489,202401861,2024,6,,False
2490,202400185,2024,10,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True
2491,202401968,2024,10,"I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True
2492,202401114,2024,7,Work-life balance could improve; overtime can become the default during delivery.,True
2493,202400026,2024,9,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True
2494,202401865,2024,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. Bench periods and project allocation could be handled more consistently.,True
2495,202400646,2024,8,Cross-team collaboration is improving and it’s easier to work transversally.,True
2496,202401771,2024,8,Client exposure and variety of missions are a real strength of consulting here. Work conditions are good overall and hybrid work is handled pragmatically.,True
2497,202401225,2024,8,Learning opportunities and projects help me build strong consulting skills.,True
