survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment,enps_category,sentiment
1775,202401199,2024,8,Learning opportunities and projects help me build strong consulting skills.,True,passive,positive
1776,202401999,2024,9,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
1777,202400820,2024,5,Decision-making can feel top-down and recognition for effort is not always there.,True,detractor,negative
1778,202401235,2024,9,"Recognition and coaching are consistent, which helps me grow and perform. I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.",True,promoter,positive
1779,202400141,2024,8,Career paths are becoming clearer and internal mobility feels realistic.,True,passive,to be determined
1780,202401046,2024,9,"Innovation and a forward-looking strategy make the business feel resilient. Learning opportunities and projects help me build strong consulting skills. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1781,202400870,2024,6,Workload peaks can be intense and staffing feels tight on some projects.,True,detractor,negative
1782,202400287,2024,9,"The work feels meaningful because projects have clear impact for clients and society. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1783,202401950,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. Team spirit is strong and the atmosphere is friendly and supportive. I feel proud to be part of the company.",True,promoter,positive
1784,202401587,2024,9,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
1785,202401622,2024,7,Strategic priorities shift often and it can be hard to understand the direction.,True,passive,negative
1786,202400819,2024,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1787,202401095,2024,10,Skapa remains attractive with interesting missions and a solid reputation. I feel proud to be part of the company.,True,promoter,positive
1788,202401123,2024,10,Supportive leadership and clear feedback make it easy to do great work. I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True,promoter,positive
1789,202401130,2024,5,I would like more structured development and transparency on growth opportunities. Strategic priorities shift often and it can be hard to understand the direction.,True,detractor,negative
1790,202401148,2024,9,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
1791,202400844,2024,7,Recent uncertainty in priorities makes the long-term direction feel less clear. Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True,passive,negative
1792,202401058,2024,7,Some tools and processes are slow and create friction in day-to-day delivery.,True,passive,negative
1793,202400731,2024,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1794,202400099,2024,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1795,202400100,2024,10,I appreciate the trust and autonomy; the management style feels genuinely empowering. I feel proud to be part of the company.,True,promoter,positive
1796,202400342,2024,10,"I see real chances to progress based on merit and impact. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1797,202401334,2024,8,,False,passive,
1798,202401789,2024,6,Management practices feel inconsistent and feedback is often too late to be useful.,True,detractor,negative
1799,202400850,2024,7,,False,passive,
1800,202400244,2024,9,,False,promoter,
1801,202400639,2024,7,"I would like to see stronger action on inclusion and equity, not just messaging. Decision-making can feel top-down and recognition for effort is not always there.",True,passive,to be determined
1802,202401974,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1803,202401446,2024,9,,False,promoter,
1804,202400018,2024,10,Compensation feels competitive for the market and responsibilities. Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True,promoter,positive
1805,202400654,2024,8,Skapa remains attractive with interesting missions and a solid reputation. I see real chances to progress based on merit and impact.,True,passive,positive
1806,202401180,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. Innovation and a forward-looking strategy make the business feel resilient.",True,passive,positive
1807,202400525,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1808,202400546,2024,10,"Onboarding and integration were smooth, and the team culture is welcoming. I feel aligned with the values, especially inclusion, sustainability and fairness. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1809,202401242,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True,passive,negative
1810,202401684,2024,7,"Career progression can feel unclear, especially around the criteria for promotion.",True,passive,negative
1811,202400158,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True,passive,negative
1812,202400660,2024,9,,False,promoter,
1813,202401390,2024,6,I would like more structured development and transparency on growth opportunities. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,detractor,negative
1814,202400440,2024,9,"The work feels meaningful because projects have clear impact for clients and society. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1815,202400160,2024,9,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
1816,202400662,2024,10,I can maintain a healthy balance most of the time and flexibility helps. I feel proud to be part of the company.,True,promoter,positive
1817,202400365,2024,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. I worry about competitiveness and the pace of adapting to market changes.,True,detractor,negative
1818,202401253,2024,6,Management practices feel inconsistent and feedback is often too late to be useful.,True,detractor,negative
1819,202401449,2024,9,"Learning opportunities and projects help me build strong consulting skills. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1820,202401133,2024,6,Management practices feel inconsistent and feedback is often too late to be useful.,True,detractor,negative
1821,202400782,2024,8,I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
1822,202401313,2024,7,"I worry about competitiveness and the pace of adapting to market changes. I would like to see stronger action on inclusion and equity, not just messaging.",True,passive,negative
1823,202401541,2024,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True,passive,positive
1824,202400215,2024,7,Training is available but time to actually use it is limited during peak delivery.,True,passive,negative
1825,202400617,2024,9,I see real chances to progress based on merit and impact. I feel proud to be part of the company.,True,promoter,positive
1826,202400732,2024,7,Workload peaks can be intense and staffing feels tight on some projects.,True,passive,negative
1827,202400600,2024,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,passive,negative
1828,202401466,2024,6,,False,detractor,
1829,202402022,2024,9,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
1830,202400362,2024,10,Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True,promoter,positive
1831,202401934,2024,8,Learning opportunities and projects help me build strong consulting skills.,True,passive,positive
1832,202400856,2024,7,Training is available but time to actually use it is limited during peak delivery. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,passive,negative
1833,202400902,2024,10,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True,promoter,positive
1834,202400578,2024,9,"I feel aligned with the values, especially inclusion, sustainability and fairness. Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1835,202401344,2024,9,Work conditions are good overall and hybrid work is handled pragmatically. I feel proud to be part of the company.,True,promoter,positive
1836,202400496,2024,9,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
1837,202401192,2024,8,Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1838,202400033,2024,8,Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1839,202400289,2024,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1840,202400473,2024,8,Work conditions are good overall and hybrid work is handled pragmatically. Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1841,202400970,2024,10,"I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1842,202401964,2024,7,,False,passive,
1843,202401041,2024,8,"Innovation and a forward-looking strategy make the business feel resilient. Recognition and coaching are consistent, which helps me grow and perform.",True,passive,positive
1844,202401424,2024,9,"Learning opportunities and projects help me build strong consulting skills. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1845,202400526,2024,8,Innovation and a forward-looking strategy make the business feel resilient. I appreciate the trust and autonomy; the management style feels genuinely empowering.,True,passive,positive
1846,202401470,2024,8,Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1847,202401909,2024,9,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1848,202400006,2024,6,Pay progression feels slow compared with responsibilities and performance expectations. Training is available but time to actually use it is limited during peak delivery.,True,detractor,negative
1849,202400694,2024,7,I would like more regular coaching and clearer expectations from leadership. I worry about competitiveness and the pace of adapting to market changes.,True,passive,negative
1850,202401228,2024,8,Skapa remains attractive with interesting missions and a solid reputation. Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1851,202400747,2024,9,"Supportive leadership and clear feedback make it easy to do great work. The work feels meaningful because projects have clear impact for clients and society. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1852,202401553,2024,10,I appreciate the increased transparency from leadership on decisions and direction. I feel proud to be part of the company.,True,promoter,positive
1853,202400887,2024,8,I see real chances to progress based on merit and impact.,True,passive,positive
1854,202400505,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True,passive,negative
1855,202400064,2024,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1856,202400853,2024,6,Management practices feel inconsistent and feedback is often too late to be useful.,True,detractor,negative
1857,202400336,2024,7,"Career progression can feel unclear, especially around the criteria for promotion. Management practices feel inconsistent and feedback is often too late to be useful.",True,passive,negative
1858,202400575,2024,9,,False,promoter,
1859,202401287,2024,9,"The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
1860,202400648,2024,9,"The strategy is clearer and leadership communicates priorities more consistently. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1861,202402019,2024,7,Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1862,202400769,2024,9,Digital tools and processes are improving and make delivery more efficient. I feel proud to be part of the company.,True,promoter,positive
1863,202400763,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
1864,202401925,2024,8,"Team spirit is strong and the atmosphere is friendly and supportive. Onboarding and integration were smooth, and the team culture is welcoming.",True,passive,positive
1865,202401900,2024,7,I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
1866,202402028,2024,7,,False,passive,
1867,202400360,2024,10,"I appreciate the increased transparency from leadership on decisions and direction. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1868,202401163,2024,7,Management practices feel inconsistent and feedback is often too late to be useful. I would like more structured development and transparency on growth opportunities.,True,passive,to be determined
1869,202400913,2024,9,,False,promoter,
1870,202400086,2024,8,The work feels meaningful because projects have clear impact for clients and society. Skapa remains attractive with interesting missions and a solid reputation.,True,passive,positive
1871,202401701,2024,8,,False,passive,
1872,202400796,2024,6,I worry about competitiveness and the pace of adapting to market changes.,True,detractor,negative
1873,202401434,2024,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk. I would like more structured development and transparency on growth opportunities.,True,detractor,negative
1874,202401031,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming. The work feels meaningful because projects have clear impact for clients and society.",True,passive,positive
1875,202401457,2024,8,"I feel aligned with the values, especially inclusion, sustainability and fairness.",True,passive,positive
1876,202401405,2024,7,Decision-making can feel top-down and recognition for effort is not always there. I worry about competitiveness and the pace of adapting to market changes.,True,passive,negative
1877,202401188,2024,8,Compensation feels competitive for the market and responsibilities.,True,passive,positive
1878,202400490,2024,6,,False,detractor,
1879,202401322,2024,7,"I would like more regular coaching and clearer expectations from leadership. Career progression can feel unclear, especially around the criteria for promotion.",True,passive,negative
1880,202400238,2024,8,,False,passive,
1881,202401860,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1882,202401680,2024,8,"I feel aligned with the values, especially inclusion, sustainability and fairness.",True,passive,positive
1883,202400045,2024,7,,False,passive,
1884,202401946,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments. Recent uncertainty in priorities makes the long-term direction feel less clear.,True,detractor,negative
1885,202401570,2024,9,"Work conditions are good overall and hybrid work is handled pragmatically. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1886,202401797,2024,7,Internal collaboration can feel siloed and handoffs between teams are not always smooth.,True,passive,negative
1887,202400416,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1888,202401417,2024,7,"Internal collaboration can feel siloed and handoffs between teams are not always smooth. Career progression can feel unclear, especially around the criteria for promotion.",True,passive,negative
1889,202400243,2024,7,,False,passive,
1890,202400941,2024,10,"Learning opportunities and projects help me build strong consulting skills. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1891,202401565,2024,8,"Tools and logistics support delivery well, and the hybrid setup works smoothly.",True,passive,positive
1892,202401198,2024,6,,False,detractor,
1893,202401454,2024,9,Career paths are becoming clearer and internal mobility feels realistic. I feel proud to be part of the company.,True,promoter,positive
1894,202400867,2024,8,Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1895,202400560,2024,6,"I would like to see stronger action on inclusion and equity, not just messaging. Compensation has not kept pace with inflation and market benchmarks.",True,detractor,negative
1896,202400122,2024,7,Training is available but time to actually use it is limited during peak delivery. I would like more regular coaching and clearer expectations from leadership.,True,passive,negative
1897,202400230,2024,7,,False,passive,
1898,202401418,2024,8,Career paths are becoming clearer and internal mobility feels realistic.,True,passive,to be determined
1899,202400814,2024,6,Bench periods and project allocation could be handled more consistently.,True,detractor,negative
1900,202401445,2024,7,Pay progression feels slow compared with responsibilities and performance expectations. Work-life balance could improve; overtime can become the default during delivery.,True,passive,negative
1901,202401575,2024,8,Learning opportunities and projects help me build strong consulting skills. I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
1902,202401335,2024,7,,False,passive,
1903,202401886,2024,6,I worry about competitiveness and the pace of adapting to market changes.,True,detractor,negative
1904,202400106,2024,8,,False,passive,
1905,202401664,2024,7,Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1906,202400878,2024,8,Digital tools and processes are improving and make delivery more efficient. Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1907,202401239,2024,8,Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1908,202401118,2024,7,Compensation has not kept pace with inflation and market benchmarks. Workload peaks can be intense and staffing feels tight on some projects.,True,passive,negative
1909,202400689,2024,7,,False,passive,
1910,202401356,2024,9,I appreciate the increased transparency from leadership on decisions and direction. Learning opportunities and projects help me build strong consulting skills. I feel proud to be part of the company.,True,promoter,positive
1911,202401393,2024,7,,False,passive,
1912,202400171,2024,8,I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
1913,202400273,2024,8,Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1914,202400139,2024,8,I appreciate the increased transparency from leadership on decisions and direction. Cross-team collaboration is improving and it’s easier to work transversally.,True,passive,positive
1915,202401194,2024,8,"Career paths are becoming clearer and internal mobility feels realistic. Recognition and coaching are consistent, which helps me grow and perform.",True,passive,positive
1916,202401559,2024,9,"Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1917,202400358,2024,9,"I see real chances to progress based on merit and impact. Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1918,202400466,2024,9,"Compensation feels competitive for the market and responsibilities. Skapa remains attractive with interesting missions and a solid reputation. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1919,202401679,2024,10,"Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1920,202401702,2024,10,"There is a genuine commitment to responsible consulting and a respectful culture. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1921,202401070,2024,8,Compensation feels competitive for the market and responsibilities. Work conditions are good overall and hybrid work is handled pragmatically.,True,passive,positive
1922,202401098,2024,6,,False,detractor,
1923,202400652,2024,7,Sometimes the work feels less meaningful when priorities are driven mainly by utilization. The employer brand could be stronger to attract and retain top talent.,True,passive,to be determined
1924,202401903,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1925,202400563,2024,7,Decision-making can feel top-down and recognition for effort is not always there.,True,passive,negative
1926,202401952,2024,8,,False,passive,
1927,202401422,2024,9,"Supportive leadership and clear feedback make it easy to do great work. The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
1928,202401182,2024,8,I appreciate the increased transparency from leadership on decisions and direction. I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1929,202401922,2024,10,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True,promoter,positive
1930,202401175,2024,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1931,202400489,2024,7,"I would like to see stronger action on inclusion and equity, not just messaging.",True,passive,to be determined
1932,202401347,2024,9,"Career paths are becoming clearer and internal mobility feels realistic. I’m satisfied with my pay and the overall benefits package. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1933,202400713,2024,7,Compensation has not kept pace with inflation and market benchmarks.,True,passive,negative
1934,202400704,2024,8,The work feels meaningful because projects have clear impact for clients and society. Learning opportunities and projects help me build strong consulting skills.,True,passive,positive
1935,202400096,2024,7,I worry about competitiveness and the pace of adapting to market changes. Work-life balance could improve; overtime can become the default during delivery.,True,passive,negative
1936,202401561,2024,6,Sometimes the work feels less meaningful when priorities are driven mainly by utilization.,True,detractor,negative
1937,202400699,2024,7,Strategic priorities shift often and it can be hard to understand the direction. Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True,passive,negative
1938,202400779,2024,7,Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1939,202400910,2024,9,"Learning opportunities and projects help me build strong consulting skills. Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True,promoter,positive
1940,202401599,2024,7,,False,passive,
1941,202401917,2024,9,"I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1942,202400519,2024,8,Innovation and a forward-looking strategy make the business feel resilient.,True,passive,positive
1943,202400549,2024,8,"Onboarding and integration were smooth, and the team culture is welcoming.",True,passive,positive
1944,202401247,2024,8,,False,passive,
1945,202400380,2024,8,The work feels meaningful because projects have clear impact for clients and society. Supportive leadership and clear feedback make it easy to do great work.,True,passive,positive
1946,202400821,2024,6,I would like more structured development and transparency on growth opportunities. Pay progression feels slow compared with responsibilities and performance expectations.,True,detractor,negative
1947,202400316,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. I see real chances to progress based on merit and impact. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1948,202400274,2024,8,Learning opportunities and projects help me build strong consulting skills.,True,passive,positive
1949,202400176,2024,10,"Team spirit is strong and the atmosphere is friendly and supportive. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1950,202401359,2024,10,"Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True,promoter,positive
1951,202400858,2024,7,,False,passive,
1952,202401529,2024,7,,False,passive,
1953,202400793,2024,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True,promoter,positive
1954,202400083,2024,8,Supportive leadership and clear feedback make it easy to do great work. Career paths are becoming clearer and internal mobility feels realistic.,True,passive,positive
1955,202400533,2024,8,,False,passive,
1956,202401092,2024,6,"Career progression can feel unclear, especially around the criteria for promotion. Decision-making can feel top-down and recognition for effort is not always there.",True,detractor,negative
1957,202400453,2024,10,"Tools and logistics support delivery well, and the hybrid setup works smoothly. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1958,202400580,2024,8,The work feels meaningful because projects have clear impact for clients and society.,True,passive,positive
1959,202401543,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1960,202401051,2024,10,"Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1961,202400905,2024,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1962,202400736,2024,10,"There is a genuine commitment to responsible consulting and a respectful culture. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1963,202400401,2024,8,There is a genuine commitment to responsible consulting and a respectful culture.,True,passive,positive
1964,202400872,2024,6,I worry about competitiveness and the pace of adapting to market changes.,True,detractor,negative
1965,202400226,2024,6,Compensation has not kept pace with inflation and market benchmarks.,True,detractor,negative
1966,202401003,2024,6,,False,detractor,
1967,202401512,2024,9,"I’m satisfied with my pay and the overall benefits package. Innovation and a forward-looking strategy make the business feel resilient. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1968,202400229,2024,10,,False,promoter,
1969,202401384,2024,10,There is a genuine commitment to responsible consulting and a respectful culture. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True,promoter,positive
1970,202402001,2024,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1971,202401503,2024,9,I see real chances to progress based on merit and impact. Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
1972,202401009,2024,9,"I appreciate the increased transparency from leadership on decisions and direction. Client exposure and variety of missions are a real strength of consulting here. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1973,202400725,2024,9,Supportive leadership and clear feedback make it easy to do great work. Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
1974,202400544,2024,8,Innovation and a forward-looking strategy make the business feel resilient. Team spirit is strong and the atmosphere is friendly and supportive.,True,passive,positive
1975,202401136,2024,9,,False,promoter,
1976,202401360,2024,8,"I see real chances to progress based on merit and impact. Tools and logistics support delivery well, and the hybrid setup works smoothly.",True,passive,positive
1977,202401938,2024,7,Pay progression feels slow compared with responsibilities and performance expectations.,True,passive,negative
1978,202401336,2024,8,I’m satisfied with my pay and the overall benefits package.,True,passive,positive
1979,202401723,2024,10,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1980,202400025,2024,8,,False,passive,
1981,202400109,2024,10,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
1982,202400047,2024,7,,False,passive,
1983,202400792,2024,6,The employer brand could be stronger to attract and retain top talent.,True,detractor,negative
1984,202401832,2024,8,The work feels meaningful because projects have clear impact for clients and society.,True,passive,positive
1985,202400724,2024,9,I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.,True,promoter,positive
1986,202401291,2024,10,"The company feels stable and well-positioned in the market, with strong client demand. Work conditions are good overall and hybrid work is handled pragmatically. I feel proud to be part of the company.",True,promoter,positive
1987,202401052,2024,9,Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
1988,202401564,2024,9,"Recognition and coaching are consistent, which helps me grow and perform. Learning opportunities and projects help me build strong consulting skills. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
1989,202401607,2024,7,,False,passive,
1990,202400723,2024,8,"Recognition and coaching are consistent, which helps me grow and perform. Compensation feels competitive for the market and responsibilities.",True,passive,positive
1991,202400228,2024,7,,False,passive,
1992,202400695,2024,8,,False,passive,
1993,202400387,2024,6,Training is available but time to actually use it is limited during peak delivery. Workload peaks can be intense and staffing feels tight on some projects.,True,detractor,negative
1994,202401115,2024,6,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1995,202400849,2024,6,Decision-making can feel top-down and recognition for effort is not always there.,True,detractor,negative
1996,202400463,2024,7,Training is available but time to actually use it is limited during peak delivery.,True,passive,negative
1997,202401928,2024,5,Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
1998,202400472,2024,8,,False,passive,
1999,202401083,2024,8,,False,passive,
2000,202401299,2024,8,I appreciate the trust and autonomy; the management style feels genuinely empowering.,True,passive,positive
2001,202401711,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
2002,202401073,2024,10,,False,promoter,
2003,202401314,2024,8,"Innovation and a forward-looking strategy make the business feel resilient. I feel aligned with the values, especially inclusion, sustainability and fairness.",True,passive,positive
2004,202400257,2024,7,"Onboarding and integration were smooth, and the team culture is welcoming.",True,passive,positive
2005,202401378,2024,7,,False,passive,
2006,202400494,2024,8,I see real chances to progress based on merit and impact.,True,passive,positive
2007,202400151,2024,9,"Supportive leadership and clear feedback make it easy to do great work. The company feels stable and well-positioned in the market, with strong client demand. I feel proud to be part of the company.",True,promoter,positive
2008,202400298,2024,8,"The company feels stable and well-positioned in the market, with strong client demand.",True,passive,positive
2009,202400465,2024,8,,False,passive,
2010,202400438,2024,9,Client exposure and variety of missions are a real strength of consulting here. I feel proud to be part of the company.,True,promoter,positive
2011,202400279,2024,9,"Skapa remains attractive with interesting missions and a solid reputation. Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True,promoter,positive
2012,202401040,2024,8,Skapa remains attractive with interesting missions and a solid reputation. The work feels meaningful because projects have clear impact for clients and society.,True,passive,positive
2013,202400008,2024,9,Innovation and a forward-looking strategy make the business feel resilient. I feel proud to be part of the company.,True,promoter,positive
2014,202400213,2024,7,,False,passive,
2015,202400874,2024,9,I appreciate the trust and autonomy; the management style feels genuinely empowering. Work conditions are good overall and hybrid work is handled pragmatically. I feel proud to be part of the company.,True,promoter,positive
2016,202401916,2024,7,Work-life balance could improve; overtime can become the default during delivery.,True,passive,negative
2017,202401333,2024,7,I would like more structured development and transparency on growth opportunities. Decision-making can feel top-down and recognition for effort is not always there.,True,passive,to be determined
2018,202400611,2024,7,Training is available but time to actually use it is limited during peak delivery. Recent uncertainty in priorities makes the long-term direction feel less clear.,True,passive,negative
2019,202401048,2024,6,Bench periods and project allocation could be handled more consistently. Training is available but time to actually use it is limited during peak delivery.,True,detractor,negative
2020,202401057,2024,10,"I feel aligned with the values, especially inclusion, sustainability and fairness. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
2021,202401100,2024,6,Management practices feel inconsistent and feedback is often too late to be useful. I worry about competitiveness and the pace of adapting to market changes.,True,detractor,negative
2022,202401766,2024,7,I worry about competitiveness and the pace of adapting to market changes. Management practices feel inconsistent and feedback is often too late to be useful.,True,passive,negative
2023,202401227,2024,7,,False,passive,
2024,202400031,2024,10,"The company feels stable and well-positioned in the market, with strong client demand. I’m satisfied with my pay and the overall benefits package. I feel proud to be part of the company.",True,promoter,positive
2025,202400317,2024,9,"I can maintain a healthy balance most of the time and flexibility helps. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
2026,202401560,2024,10,Supportive leadership and clear feedback make it easy to do great work. Compensation feels competitive for the market and responsibilities. I feel proud to be part of the company.,True,promoter,positive
2027,202400568,2024,6,I would like more regular coaching and clearer expectations from leadership. Team cohesion varies by project and it can feel isolating when switching assignments.,True,detractor,negative
2028,202401596,2024,9,I see real chances to progress based on merit and impact. Supportive leadership and clear feedback make it easy to do great work. I feel proud to be part of the company.,True,promoter,positive
2029,202400996,2024,8,I can maintain a healthy balance most of the time and flexibility helps.,True,passive,positive
2030,202400854,2024,10,"Career paths are becoming clearer and internal mobility feels realistic. Overall, I would recommend Skapa without hesitation.",True,promoter,positive
2031,202401062,2024,8,I’m satisfied with my pay and the overall benefits package. Career paths are becoming clearer and internal mobility feels realistic.,True,passive,positive
2032,202400538,2024,8,The work feels meaningful because projects have clear impact for clients and society. I appreciate the increased transparency from leadership on decisions and direction.,True,passive,positive
2033,202400705,2024,7,"Pay progression feels slow compared with responsibilities and performance expectations. Onboarding and integration were smooth, and the team culture is welcoming.",True,passive,negative
2034,202400498,2024,8,I see real chances to progress based on merit and impact. Compensation feels competitive for the market and responsibilities.,True,passive,positive
